licence_number,expiry_date,services,subtype,name,secondary_name,location,address,street_address,city,postal_code,business_phone,business_fax
REX603510,2025-07-17,['trading'],Brokerage,Omada Commercial,"Slatter Omada Inc, Picketts Omada Inc, 2294640 Alberta Ltd & 2292071 Alberta Ltd ",Kelowna,"419 Collett Rd, Kelowna",419 Collett Rd, Kelowna,V1W 1K6,(778) 477-0050,
X035996,2025-02-22,['trading'],Brokerage,Omnium Mergers and Acquisitions Inc.,Omnium Mergers and Acquisitions Inc.,Vancouver,"329-1275 West 6th Avenue, Vancouver",329-1275 West 6th Avenue, Vancouver,V6H 1A6,(604) 398-6600,
X026835,2025-05-02,"['trading', 'rental']",Brokerage,One Percent Realty Ltd.,One Percent Realty Ltd.,Vancouver,"202 - 505 Hamilton Street, Vancouver",202 - 505 Hamilton Street, Vancouver,V6B 2R1,(604) 806-0900,(604) 879-5573
X028459,2025-03-07,"['trading', 'rental']",Branch Office,One Percent Realty Ltd.,One Percent Realty Ltd.,Vancouver,"202 - 505 Hamilton Street, Vancouver",202 - 505 Hamilton Street, Vancouver,V6B 2R1,(604) 806-0900,(604) 879-5573
X028542,2025-11-07,"['trading', 'rental']",Branch Office,One Percent Realty Ltd.,One Percent Realty Ltd.,Vancouver,"202 - 505 Hamilton Street, Vancouver",202 - 505 Hamilton Street, Vancouver,V6B 2R1,(604) 806-0900,(604) 879-5573
X031054,2026-01-01,"['trading', 'rental']",Branch Office,One Percent Realty Ltd.,One Percent Realty Ltd.,Vancouver,"202 - 505 Hamilton Street, Vancouver",202 - 505 Hamilton Street, Vancouver,V6B 2R1,(604) 806-0900,(604) 879-5573
X031056,2026-01-01,"['trading', 'rental']",Branch Office,One Percent Realty Ltd.,One Percent Realty Ltd.,Vancouver,"202-505 Hamilton Street, Vancouver",202-505 Hamilton Street, Vancouver,V6B 2R1,(250) 220-8600,(250) 388-7382
X028867,2025-03-01,"['trading', 'rental']",Brokerage,One West Properties Corp.,One West Properties Corp.,Vancouver,"912 - 1125 Howe Street, Vancouver",912 - 1125 Howe Street, Vancouver,V6Z 2K8,(604) 669-9380,(604) 669-9381
X030046,2025-04-20,"['trading', 'rental', 'strata']",Brokerage,Oneflatfee.ca,One Flat Fee Real Estate Incorporated,Surrey,"14908 104th Avenue, Surrey",14908 104th Avenue, Surrey,V3R 1M7,(604) 725-1000,(604) 248-5253
X028023,2025-11-28,"['trading', 'rental']",Brokerage,Onni Realty Inc.,Onni Realty Inc.,Vancouver,"200-1010 Seymour Street, Vancouver",200-1010 Seymour Street, Vancouver,V6B 3M6,(604) 602-7711,(604) 688-7907
X033279,2024-11-16,"['trading', 'rental']",Brokerage,Optim Pacific Realty,Optim Pacific Realty Inc.,Vancouver,"2700 Kingsway, Vancouver",2700 Kingsway, Vancouver,V5R 5H5,(604) 563-9380,(604) 563-9382
X020871,2025-11-17,"['trading', 'rental']",Brokerage,Optimum Realty Inc.,Optimum Realty Inc.,Richmond,"310 - 8120 Granville Avenue, Richmond",310 - 8120 Granville Avenue, Richmond,V6Y 1P3,(604) 447-8313,(604) 270-6395
X037445,2024-03-31,['trading'],Brokerage,Orange Jigsaw Real Estate,Orange Jigsaw Corporation,Terrace,"6041 Chimdemash Loop, Terrace",6041 Chimdemash Loop, Terrace,V8G 0A8,(250) 975-2345,
X028045,2024-01-12,"['trading', 'rental']",Brokerage,Orange National Retail Group (B.C.) Inc.,Orange National Retail Group (B.C.) Inc.,Furry Creek,"14 Beach Drive, Furry Creek",14 Beach Drive, Furry Creek,V8B 1A2,(778) 288-8812,
X030650,2024-12-01,"['trading', 'rental']",Brokerage,Orca Realty Inc.,Orca Realty Inc.,West Vancouver,"204-2438 Marine Drive, West Vancouver",204-2438 Marine Drive, West Vancouver,V7V 1L2,(604) 921-6722,(888) 259-4612
X031475,2025-01-23,"['trading', 'rental']",Brokerage,Osprey Properties Inc.,Osprey Properties Inc.,Lions Bay,"345 Kelvin Grove Way, PO Box 639, Lions Bay",345 Kelvin Grove Way, PO Box 639,V0N 2E0,(778) 874-9062,
X023897,2025-12-21,"['trading', 'rental']",Brokerage,Oxford Properties Group,Oxford Management Services Inc.,Vancouver,"1280-1021 West Hastings Street, Vancouver",1280-1021 West Hastings Street, Vancouver,V6E 0C3,(604) 893-3200,(604) 893-3294
X025392,2024-06-11,"['trading', 'rental']",Brokerage,Pacesetter Marketing Ltd.,Pacesetter Marketing Ltd.,North Vancouver,"101- 88 Lonsdale Avenue, North Vancouver",101- 88 Lonsdale Avenue, North Vancouver,V7M 2E6,(604) 982-9880,(604) 988-9987
X019635,2025-03-13,"['trading', 'rental', 'strata']",Brokerage,Pacific Asset Management Corporation,Pacific Asset Management Corporation,North Vancouver,"301-1124 Lonsdale Avenue, North Vancouver",301-1124 Lonsdale Avenue, North Vancouver,V7M 2H1,(604) 980-3889,
X002292,2025-06-30,"['trading', 'rental']",Brokerage,Pacific Beach Realty Ltd.,Pacific Beach Realty Ltd.,Victoria,"#301 - 60 Bastion Square, Victoria",#301 - 60 Bastion Square, Victoria,V8W 1J2,(250) 383-4124,(250) 386-2227
X031696,2025-08-17,['rental'],Brokerage,Pacific Cove Property Management Ltd.,Pacific Cove Property Management Ltd.,Vancouver,"1785 West 4th Avenue, Unit 200, Vancouver",1785 West 4th Avenue, Unit 200,V6J 1M2,(604) 736-1866,(604) 736-1865
X027350,2025-04-25,"['rental', 'strata']",Brokerage,Pacific Dawn Asset & Property Management Services Inc.,Pacific Dawn Asset & Property Management Services Inc.,Vancouver,"Suite 301, 609 West Hastings Street, Vancouver",Suite 301, 609 West Hastings Street,V6B 4W4,(604) 683-8843,(604) 684-1039
X030719,2025-03-08,"['trading', 'rental']",Brokerage,Pacific Evergreen Realty Ltd.,Pacific Evergreen Realty Ltd.,Vancouver,"#102 - 1245 West Broadway, Vancouver",#102 - 1245 West Broadway, Vancouver,V6H 1G7,(604) 267-1833,(604) 872-8896
X034849,2024-11-19,"['trading', 'rental']",Branch Office,Pacific Evergreen Realty Ltd.,Pacific Evergreen Realty Ltd.,Richmond,"10271 Shellbridge Way, Unit 130, Richmond",10271 Shellbridge Way, Unit 130,V6X 2W8,(604) 267-1833,(604) 872-8896
X037443,2024-05-19,['rental'],Brokerage,Pacific Forever Green Property Management Ltd.,Pacific Forever Green Property Management Ltd.,Richmond,"130-10271 Shellbridge Way, Richmond",130-10271 Shellbridge Way, Richmond,V6X 2W8,(236) 521-3799,
X028863,2025-01-26,['trading'],Brokerage,Pacific Mergers and Aquisitions Inc.,Pacific Mergers and Aquisitions Inc.,Vancouver,"215 - 625 Howe Street, Vancouver",215 - 625 Howe Street, Vancouver,V6C 2T6,(604) 696-6111,(604) 696-6119
X028562,2025-12-23,"['rental', 'strata']",Brokerage,Pacific Quorum (Okanagan) Properties Inc.,Pacific Quorum (Okanagan) Properties Inc.,Kelowna,"1979 Bredin Road, Kelowna",1979 Bredin Road, Kelowna,V1Y 8T2,(250) 868-3383,(250) 861-4586
X029177,2025-01-21,['strata'],Branch Office,Pacific Quorum (Okanagan) Properties Inc.,Pacific Quorum (Okanagan) Properties Inc.,Penticton,"1521 Main Street, Penticton",1521 Main Street, Penticton,V2A 5G7,(250) 492-7300,(877) 862-5700
X030302,2025-11-28,['strata'],Branch Office,Pacific Quorum (Okanagan) Properties Inc.,Pacific Quorum (Okanagan) Properties Inc.,Sicamous,"1B-217 Finlayson Street, Sicamous",1B-217 Finlayson Street, Sicamous,V0E 2V0,(250) 836-3840,(877) 862-5700
X034281,2025-11-30,"['rental', 'strata']",Branch Office,Pacific Quorum (Okanagan) Properties Inc.,Pacific Quorum (Okanagan) Properties Inc.,Salmon Arm,"360 Ross Street NE, Salmon Arm",360 Ross Street NE, Salmon Arm,V1E 4N8,(250) 833-0042,
X028563,2025-12-28,['strata'],Brokerage,Pacific Quorum (Sea to Sky) Properties Inc.,Pacific Quorum (Sea to Sky) Properties Inc.,Whistler,"103-1055 Millar Creek Road, Whistler",103-1055 Millar Creek Road, Whistler,V0N 1B1,(604) 905-0138,(604) 905-0134
X026846,2025-04-16,"['rental', 'strata']",Brokerage,Pacific Quorum Properties Inc.,Pacific Quorum Properties Inc.,Vancouver,"1777 West 75 Avenue, Vancouver",1777 West 75 Avenue, Vancouver,V6P 6P2,(604) 685-3828,(604) 685-3845
X029453,2025-10-28,"['rental', 'strata']",Branch Office,Pacific Quorum Properties Inc.,Pacific Quorum Properties Inc.,Surrey,"201-13734 104 Avenue, Surrey",201-13734 104 Avenue, Surrey,V3T 1V5,(604) 635-0260,(604) 635-0263
X034831,2024-10-31,"['rental', 'strata']",Branch Office,Pacific Quorum Properties Inc.,Pacific Quorum Properties Inc.,Whistler,"103 - 1055 Millar Creek Road, Whistler",103 - 1055 Millar Creek Road, Whistler,V8E 0K7,(604) 905-0138,
X034832,2024-10-31,"['rental', 'strata']",Branch Office,Pacific Quorum Properties Inc.,Pacific Quorum Properties Inc.,Squamish,"101A - 38142 Cleveland Avenue, Squamish",101A - 38142 Cleveland Avenue, Squamish,V8B 0B1,(778) 770-0380,
X037245,2024-02-01,"['rental', 'strata']",Branch Office,Pacific Quorum Properties Inc.,Pacific Quorum Properties Inc.,Prince Rupert,"484-309 2nd Avenue, Prince Rupert",484-309 2nd Avenue, Prince Rupert,V8J 3T1,(250) 658-8060,
X029623,2024-03-24,"['rental', 'strata']",Brokerage,"Pacific Quorum, (Vancouver Island) Properties Inc.","Pacific Quorum, (Vancouver Island) Properties Inc.",Parksville,"100 - 180 McCarter Street, P.O. Box 939, Parksville",100 - 180 McCarter Street, P.O. Box 939,V9P 2G4,(250) 586-1100,(250) 586-1102
X034192,2025-10-04,"['rental', 'strata']",Branch Office,"Pacific Quorum, (Vancouver Island) Properties Inc.","Pacific Quorum, (Vancouver Island) Properties Inc.",Courtenay,"407C 5th Street, Courtenay",407C 5th Street, Courtenay,V9N 1J7,(250) 871-4427,(250) 871-1382
X034193,2025-10-04,"['rental', 'strata']",Branch Office,"Pacific Quorum, (Vancouver Island) Properties Inc.","Pacific Quorum, (Vancouver Island) Properties Inc.",Campbell River,"201-991 Alder Street, Campbell River",201-991 Alder Street, Campbell River,V9W 2R1,(250) 586-1100,
X038190,2025-01-27,"['rental', 'strata']",Branch Office,"Pacific Quorum, (Vancouver Island) Properties Inc.","Pacific Quorum, (Vancouver Island) Properties Inc.",Victoria,"Unit D - 485 Garbally Road, Victoria",Unit D - 485 Garbally Road, Victoria,V7T 2J9,(250) 658-8060,
X023946,2024-02-04,"['trading', 'rental', 'strata']",Brokerage,Pacifica First Management Ltd.,Pacifica First Management Ltd.,Vancouver,"#218 - 2006 Main Street, Vancouver",#218 - 2006 Main Street, Vancouver,V5T 3C2,(604) 876-6400,(604) 876-5198
X030764,2025-03-31,"['trading', 'rental']",Brokerage,Pacifica Real Estate Inc.,Pacifica Real Estate Inc.,Sidney,2451 Sidney,2451 Sidney,,V8L 1Y8,(250) 984-2310,(250) 984-2309
X030495,2024-05-06,"['trading', 'rental', 'strata']",Brokerage,Palace Realty Inc.,Palace Realty Inc.,Port Coquitlam,"2300-2850 Shaughnessy Street, Port Coquitlam",2300-2850 Shaughnessy Street, Port Coquitlam,V3C 6K5,(604) 230-9898,(778) 328-3710
X036454,2025-06-28,"['trading', 'rental']",Brokerage,Pan Pacific Canada Realty Inc.,Pan Pacific Canada Realty Inc.,Surrey,"15371 104 Avenue, Surrey",15371 104 Avenue, Surrey,V3R 1N5,(778) 776-1866,
X035363,2024-04-15,"['trading', 'rental', 'strata']",Brokerage,Panda Luxury Homes,Panda Luxury Homes Ltd ,West Vancouver,"2440 Marine Drive, West Vancouver",2440 Marine Drive, West Vancouver,V7V 1L1,(604) 281-1700,
X029604,2024-03-09,"['trading', 'rental']",Brokerage,Panorama Real Estate Ltd.,Panorama Real Estate Ltd.,Panorama,"118 - 2040 Summit Drive, P.O. Box 40, Panorama",118 - 2040 Summit Drive, P.O. Box 40,V0A 1T0,(250) 688-5515,(866) 232-6094
X029054,2024-10-25,['trading'],Brokerage,Paradigm Group Commercial Real Estate Services,467136 B.C. Ltd. and 467409 B.C. Ltd.,Vancouver,"601-211 East Georgia Street, Vancouver",601-211 East Georgia Street, Vancouver,V6A 1Z6,(604) 398-8836,(604) 648-8845
X037983,2024-08-21,['strata'],Brokerage,Paradigm Management Inc.,Paradigm Management Inc.,Surrey,"7404 King George Blvd Suite 201, Surrey",7404 King George Blvd Suite 201, Surrey,V3W 1N6,(604) 446-2146,
X024498,2025-04-24,"['trading', 'rental', 'strata']",Brokerage,Paragon Realty Corporation,Paragon Realty Corporation,Surrey,"#101 - 5550 - 152nd Street, Surrey",#101 - 5550 - 152nd Street, Surrey,V3S 5J9,(604) 576-3868,(604) 576-3813
REX602880,2025-04-27,"['trading', 'rental']",Branch Office,Parallel 49 Realty,Parallel 49 Realty Inc.,Vancouver,"828-1200 73rd Ave W, Vancouver",828-1200 73rd Ave W, Vancouver,V6P 6G5,(604) 566-7776,
X036795,2025-09-26,"['trading', 'rental']",Brokerage,Parallel 49 Realty,Parallel 49 Realty Inc.,Vancouver,"828-1200 West 73rd Avenue, Vancouver",828-1200 West 73rd Avenue, Vancouver,V6P 6G5,(604) 566-7776,
X030678,2024-11-28,"['trading', 'rental']",Brokerage,Parallel 50 Realty and Property Management Inc.,Parallel 50 Realty and Property Management Inc.,Campbell River,"962 Shoppers Row, Campbell River",962 Shoppers Row, Campbell River,V9W 2C5,(250) 286-0110,(250) 914-0110
X035650,2024-10-26,"['trading', 'rental']",Branch Office,Parallel 50 Realty and Property Management Inc.,Parallel 50 Realty and Property Management Inc.,Port Hardy,"9c - 9250 Trustee Road, Port Hardy",9c - 9250 Trustee Road, Port Hardy,V0N 2P0,(250) 949-2399,
REX604278,2025-11-03,['rental'],Brokerage,Parallel Property Solutions,1416444 B.C. Ltd. ,Chilliwack,"201-46126 Yale Rd, Chilliwack",201-46126 Yale Rd, Chilliwack,V2P 0J6,(778) 918-4860,
X021144,2024-04-24,"['trading', 'rental']",Brokerage,Paramount Realty Ltd.,Paramount Realty Ltd.,New Westminster,"7 - 704 Sixth Street, New Westminster",7 - 704 Sixth Street, New Westminster,V3L 3C5,(604) 529-8866,
X011751,2025-03-21,"['trading', 'rental']",Brokerage,Park Georgia Realty Ltd.,Park Georgia Realty Ltd.,Vancouver,"206-5701 Granville Street, Vancouver",206-5701 Granville Street, Vancouver,V6M 4J7,(604) 261-7275,(604) 261-2129
X014062,2024-12-07,"['trading', 'rental']",Branch Office,Park Georgia Realty Ltd.,Park Georgia Realty Ltd.,Coquitlam,"203 1024 Ridgeway Avenue, Coquitlam",203 1024 Ridgeway Avenue, Coquitlam,V3K 3N9,(604) 261-7275,(604) 261-2129
X028878,2025-02-21,"['trading', 'rental']",Branch Office,Park Georgia Realty Ltd.,Park Georgia Realty Ltd.,New Westminster,"718 Second Street, New Westminster",718 Second Street, New Westminster,V3L 2M9,(604) 525-1005,(604) 523-1005
X031809,2025-10-20,['trading'],Brokerage,Park W Real Estate Associates Inc.,Park W Real Estate Associates Inc.,Burnaby,"1143 - 4700 Kingsway, Burnaby",1143 - 4700 Kingsway, Burnaby,V5H 4M1,(778) 654-7931,
X034319,2025-12-15,['trading'],Brokerage,Parker Real Estate Inc.,Parker Real Estate Inc.,Summerland,"13244 Victoria Road North, P.O. Box 158, Summerland",13244 Victoria Road North, P.O. Box 158,V0H 1Z0,(250) 490-6302,
X037471,2024-04-04,"['trading', 'rental']",Brokerage,Passion8 Realty Ltd.,Passion8 Realty Ltd.,Richmond,"3220 Garden City Road, Richmond",3220 Garden City Road, Richmond,V6X 2J6,(604) 808-2275,
X034491,2024-06-18,"['trading', 'rental']",Brokerage,Pathway Executives Realty Inc.,Pathway Executives Realty Inc.,Chilliwack,"46185 Olds Drive, Chilliwack",46185 Olds Drive, Chilliwack,V2P 0B5,(604) 398-8871,(604) 398-8871
X037756,2024-06-09,['trading'],Branch Office,Pathway Executives Realty Inc.,Pathway Executives Realty Inc.,Chilliwack,"15 45966 Yale Road, Chilliwack",15 45966 Yale Road, Chilliwack,V2P 2M3,(604) 398-8871,
X028621,2024-02-14,"['rental', 'strata']",Brokerage,Peak to Creek Holdings Corp.,Peak to Creek Holdings Corp.,Whistler,"2036 London Lane, Whistler",2036 London Lane, Whistler,V0N 1B2,(604) 935-7046,(604) 938-9699
X028057,2024-02-04,"['trading', 'rental', 'strata']",Brokerage,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Victoria,"#150 - 805 Cloverdale Avenue, Victoria",#150 - 805 Cloverdale Avenue, Victoria,V8X 2S9,(250) 384-8124,(250) 380-6355
X028058,2024-02-04,"['trading', 'rental']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Sooke,"#2 - 6716 West Coast Road, P.O. Box 189, Sooke",#2 - 6716 West Coast Road, P.O. Box 189,V9Z 0P7,(250) 642-3240,(250) 642-7463
X028059,2024-02-04,"['trading', 'rental', 'strata']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Langford,"101-891 Attree Avenue, Langford",101-891 Attree Avenue, Langford,V9B 0A6,(250) 478-9141,(250) 478-9103
X028882,2025-04-01,"['trading', 'rental', 'strata']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Sidney,"107-2360 Beacon Avenue, Sidney",107-2360 Beacon Avenue, Sidney,V8L 1X3,(250) 656-3486,(778) 426-8214
X028898,2025-05-17,['trading'],Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Duncan,"23 Queens Road, Duncan",23 Queens Road, Duncan,V9L 2W1,(250) 746-8123,(250) 746-8115
X028997,2024-04-30,"['trading', 'rental']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Salt Spring Island,"1101-115 Fulford-Ganges Road, Salt Spring Island",1101-115 Fulford-Ganges Road, Salt Spring Island,V8K 2T8,(250) 537-5553,(250) 537-4288
X029283,2025-04-13,['trading'],Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Victoria,"2000 Oak Bay Avenue, Victoria",2000 Oak Bay Avenue, Victoria,V8R 1E4,(250) 590-8124,
X030050,2025-05-03,"['rental', 'strata']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Duncan,"201A-2700 Beverly Street, Duncan",201A-2700 Beverly Street, Duncan,V9L 5C7,(250) 597-7368,(250) 597-7369
X031192,2024-05-28,"['trading', 'rental']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Lake Cowichan,"145 South Shore Rd, Lake Cowichan",145 South Shore Rd, Lake Cowichan,V0R 2G0,(250) 746-8123,(250) 746-8115
X031623,2025-04-07,['trading'],Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Ladysmith,"516 1st Avenue, Box 1443, Ladysmith",516 1st Avenue, Box 1443,V9G 1A0,(250) 924-0113,(250) 746-8115
X032205,2025-12-23,"['trading', 'rental']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Parksville,"135 Alberni Highway, Parksville",135 Alberni Highway, Parksville,V9P 2G6,(250) 248-8801,
X033954,2025-06-29,['trading'],Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Nanaimo,"640 Terminal Avenue, Nanaimo",640 Terminal Avenue, Nanaimo,V9S 4K2,(250) 753-9688,(250) 753-9677
X034167,2025-10-19,['trading'],Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Victoria,"K-3388 Douglas St, Victoria",K-3388 Douglas St, Victoria,V8Z 3L3,(250) 384-8124,
X034735,2024-08-22,['trading'],Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Victoria,"E-1834 Oak Bay Avenue, Victoria",E-1834 Oak Bay Avenue, Victoria,V8R 1C2,(250) 896-3859,
X034826,2024-10-22,"['trading', 'rental']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Victoria,"103-814 Goldstream Avenue, Victoria",103-814 Goldstream Avenue, Victoria,V9B 2X4,(250) 478-0779,
X035537,2024-08-17,['trading'],Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Campbell River,"1-2204 Island Highway S, Campbell River",1-2204 Island Highway S, Campbell River,V9W 1C3,(250) 923-9236,
X036348,2025-05-19,"['trading', 'rental']",Branch Office,Pemberton Holmes Ltd.,Pemberton Holmes Ltd.,Bowser,"103-6996 Island Highway, Bowser",103-6996 Island Highway, Bowser,V0R 1G0,(250) 248-8801,
X026922,2025-11-19,"['rental', 'strata']",Brokerage,Peninsula Property Management,338249 B.C. Ltd.,Surrey,"#304 - 1959 152 Street, Surrey",#304 - 1959 152 Street, Surrey,V4A 9E3,(604) 536-0220,(604) 536-5699
X030487,2024-05-30,"['rental', 'strata']",Brokerage,Peninsula Strata Management Ltd.,Peninsula Strata Management Ltd.,Surrey,"202-2626 Croydon Drive, Surrey",202-2626 Croydon Drive, Surrey,V3Z 0S8,(604) 385-2242,(604) 385-2241
X024677,2025-03-06,"['trading', 'rental', 'strata']",Brokerage,Penny Lane Property Management Ltd.,Penny Lane Property Management Ltd.,Courtenay,"303A 13th Street, Courtenay",303A 13th Street, Courtenay,V9N 9G5,(250) 897-1611,(250) 897-1612
X028579,2024-01-19,"['trading', 'rental', 'strata']",Brokerage,Pennyfarthing Management Corp.,Pennyfarthing Management Corp.,Vancouver,"#100 - 1450 Creekside Drive, Vancouver",#100 - 1450 Creekside Drive, Vancouver,V6J 5B3,(604) 734-8443,(604) 734-8413
X027263,2025-01-01,"['trading', 'rental']",Brokerage,Performance Power Play Realty,Performance Power Play Realty Corp.,Langley,"110-22196 50 Avenue, Langley",110-22196 50 Avenue, Langley,V2Y 2V4,(604) 533-3231,(604) 533-7288
X022461,2024-04-30,"['trading', 'rental', 'strata']",Brokerage,Peterson Commercial,Peterson Commercial Property Management Inc.,Vancouver,"#1701 - 1166 Alberni Street, Vancouver",#1701 - 1166 Alberni Street, Vancouver,V6E 3Z3,(604) 689-0603,(604) 688-3245
X035314,2024-03-01,['trading'],Brokerage,PG Direct Realty Ltd.,PG Direct Realty Ltd.,Vancouver,"250-997 Seymour Street, Vancouver",250-997 Seymour Street, Vancouver,V6B 3M1,(877) 709-0027,
X036256,2025-04-29,['trading'],Branch Office,PG Direct Realty Ltd.,PG Direct Realty Ltd.,Vancouver,"250-997 Seymour Street, Vancouver",250-997 Seymour Street, Vancouver,V6B 3M1,(877) 709-0027,
X036418,2025-06-06,['trading'],Branch Office,PG Direct Realty Ltd.,PG Direct Realty Ltd.,Vancouver,"250-997 Seymour Street, Vancouver",250-997 Seymour Street, Vancouver,V6B 3M1,(877) 709-0027,
X036419,2025-06-06,['trading'],Branch Office,PG Direct Realty Ltd.,PG Direct Realty Ltd.,Vancouver,"250-997 Seymour Street, Vancouver",250-997 Seymour Street, Vancouver,V6B 3M1,(877) 709-0027,
X036420,2025-06-06,['trading'],Branch Office,PG Direct Realty Ltd.,PG Direct Realty Ltd.,Vancouver,"250-997 Seymour Street, Vancouver",250-997 Seymour Street, Vancouver,V6B 3M1,(877) 709-0027,
X036421,2025-06-06,['trading'],Branch Office,PG Direct Realty Ltd.,PG Direct Realty Ltd.,Vancouver,"250-997 Seymour Street, Vancouver",250-997 Seymour Street, Vancouver,V6B 3M1,(877) 709-0027,
